Club_Name,Recordings,Website,Email,Phone,Status
Clapham Ultimate,238,https://www.claphamultimate.co.uk,ultimate.clapham@googlemail.com,,Success
Cincy SC,112,https://www.cincysc.com,cincysc@gmail.com,,Success
The Rovers,47,https://www.thefc.co.uk,hello@thefc.co.uk,,Success
City Pirates,149,https://www.pirates.com,privacy@website.mlb.com,,Success
City Pirates,11,https://www.pirates.com,privacy@website.mlb.com,,Success
Clarendon FC,197,https://www.clarendon.com,support@clarendon.com,,Success
CYL,43,https://www.cyl.com,info@cyl.com,,Success
CitySC San Marcos,168,https://www.cityscsanmarcos.com,info@cityscsanmarcos.com,,Success
Clayton Rugby,149,https://www.claytonrugby.com,info@claytonrugby.com,,Success
Classics Eagles,205,https://www.classicseagles.com,rbrown@tocafootball.com,,Success
Classic FC,121,https://www.classic.com,insight@classic.com,,Success
Clayesmore,121,https://www.clayesmore.com,,01747813111,Success
Claremont,114,https://www.claremont.co.uk,enquiries@claremont.co.uk,,Success
Cleveland fc,14,https://www.cleveland.com,mwalsh@cleveland.com,,Success
Claremont,142,https://www.claremont.co.uk,enquiries@claremont.co.uk,,Success
Clifford Juniors,59,https://www.cliffordjuniors.co.uk,afccliffordjuniors@hotmail.com,,Success
Claverdon RFC,49,https://www.claverdonrfc.co.uk,crfcaccts@gmail.com,,Success
Clitheroe FC,233,https://www.clitheroefc.co.uk,,07788662294,Success
CLCF Soccer,68,https://www.clcfsoccer.com,developmentalsoccer@clcfsports.org,,Success
Cavendish,100,https://www.cavendish.com,contact@cavendish.com,,Success
Clermont FC,52,https://www.clermontfc.com,info@clermontfc.com,,Success
St Judes,224,https://www.stjudesfc.com,sponsorship@stjudesfc.com,,Success
Cloud9,258,https://www.cloud9.com,impallari@gmail.com,,Success
Cloud9,13,https://www.cloud9.com,impallari@gmail.com,,Success
Cloud9,258,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Cloud9,120,https://www.cloud9.com,impallari@gmail.com,,Success
Cloud9,603,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Cloud 9,476,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Cloud9,316,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
C loud 9,156,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
CLUB AFRICAIN,76,https://www.clubafricain.com,monitoring@clubafricain.com,,Success
clovis crossfire,89,https://www.cloviscrossfire.com,info@cloviscrossfire.com,,Success
cloud9,99,https://www.cloud9.com,impallari@gmail.com,,Success
Club777,36,https://www.club777.co.uk,webmaster@club777.co.uk,,Success
C.F. Calella,281,https://www.cfcalella.com,info@cfcalella.com,,Success
CD ASTON VILLA,68,https://www.avfc.co.uk,william.street@avfc.co.uk,,Success
Cloud9,81,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Clovis Crossfire,225,https://www.cloviscrossfire.com,info@cloviscrossfire.com,,Success
Clovis Crossfire,19,https://www.cloviscrossfire.com,info@cloviscrossfire.com,,Success
Cloud9,22,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Cloud9,657,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Cloud9,292,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
Cloud9,913,https://www.cloud9.co.uk,info@cloud9.co.uk,,Success
UDA,17,https://www.uda.com,customer@hemandstitch.com,,Success
CD Hernani,445,https://www.cdhernani.com,info@cdhernani.com,,Success
CF Santomera,393,https://www.cfsantomera.com,angelmartinezalcantara@icamur.org,,Success
CLUB DEPORTIVO SAN CERNIN,16,https://www.clubdeportivosancernin.com,clubdeportivo@sancernin.es,,Success
Club Deportivo Alhaurino,74,https://www.clubdeportivoalhaurino.com,contacto@clubdeportivoalhaurino.com,,Success
Emprendedores,79,https://www.emprendedoresfc.com,tfcopaemprendedores@gmail.com,,Success
CD Serranos,1909,https://www.cdserranos.com,administracion@cdserranos.com,,Success
CHL JUJOL,120,https://www.chljujol.com,desarrollo@hugorivero.com,,Success
CLUB FUENTELARREYNA,388,https://www.clubfuentelarreyna.com,infoclubfuentelarreyna@email.com,,Success
RAPIDO DE BOUZAS,68,https://www.rapidodebouzas.com,escuelacrb@gmail.com,,Success
REEL XV,90,https://www.reelxv.com,secretariat@reelxv.fr,,Success
Club Rugby Alcala,98,https://www.clubrugbyalcala.com,club@rugbyalcala.es,,Success
Club Pueyrredon,125,https://www.clubpueyrredon.com,clubderugbypueyrredon@gmail.com,,Success
CSRDP,333,https://www.csrdp.com,csrdp@csrdp.com,,Success
FC Premier,74,https://www.premierfc.com,info@premierfc.com,,Success
CS MRO,200,https://www.csmro.com,nakamura@csmro.com,,Success
CS MHM,104,https://www.csmhm.com,clubsoccermercierhochelagamaisonneuve@csmhm.com,,Success
Club TAC,52,https://www.clubtac.com,support@clubtac.com,,Success
CMFA,184,https://www.cmfa.co.uk,footpaths.cmfa@gmail.com,,Success
CMD,76,https://www.cmd.co.uk,craigmorrisonart@gmail.com,,Success
CS ITALIEN,337,https://www.csitalien.com,inscription@csitalien.com,,Success
Coach Aaron,111,https://www.coachaaron.co.uk,info@coachaaron.co.uk,,Success
Club Thorne,136,https://www.clubthorne.co.uk,tom@tgmcreative.co.uk,,Success
Newman,604,https://www.newman.co.uk,sales@newman.co.uk,,Success
Coach Mike,299,https://www.coachmike.com,bookings@coachmike.com,,Success
Coastal Premier FC,154,https://www.coastalpremierfc.com,coastalpremierfc@gmail.com,,Success
Coastal Spirit Football Club,54,https://www.coastalspirit.com,roger@coastalspirit.com,,Success
Cobham Cobras,21,https://www.cobhamcobras.co.uk,contact@cobhamcobras.co.uk,,Success
CTC,22,https://www.ctc.com,info@ctc.com,,Success
Coastal Spirit,11,https://www.coastalspirit.com,roger@coastalspirit.com,,Success
Coastal Rush,249,https://www.coastalrush.com,info@coastalrush.com,,Success
Coatesville Boys Soccer,55,https://www.coatesvilleboyssoccer.com,casdsoccer1@gmail.com,,Success
Coastal FC,91,https://www.coastal.com,eyecare@eyebuydirect.com,,Success
Cognizant,13,https://www.cognizant.com,inquiry@cognizant.com,,Success
Coastal FC,169,https://www.coastal.com,eyecare@eyebuydirect.com,,Success
Coastal FC,82,https://www.coastal.com,eyecare@eyebuydirect.com,,Success
Coastal,114,https://www.coastal.com,eyecare@eyebuydirect.com,,Success
Coliseum SC,31,https://www.coliseumsc.com,info@coliseumsc.com,,Success
Colchester Rugby Football Club,102,https://www.colchesterrugby.co.uk,girls@colchesterrugby.co.uk,,Success
Coerfontaine,77,https://www.coerfontainefc.com,admin@coerfontainefc.com,,Success
Colliers Wood United FC,37,https://www.collierswoodfc.com,hello@collierswoodfc.com,,Success
Colo colo,35,https://www.colocolo.com,hello@colocolo.com,,Success
Collinstown FC,23,https://www.collinstown.co.uk,info@collinstown.co.uk,,Success
Rapids,95,https://www.rapidsfc.com,info@rapidsfc.com,,Success
Colegio Montessori,12,https://www.colegiomontessori.com,administracion@fundacionmontessori.com,,Success
Rapids,40,https://www.rapidsfc.com,info@rapidsfc.com,,Success
COLOMBIA ACADEMY,33,https://www.colombia.com,colombia.com@interlatin.com,,Success
Rapids,314,https://www.rapidsfc.com,info@rapidsfc.com,,Success
Rapids,143,https://www.rapidsfc.com,info@rapidsfc.com,,Success
Rapids,29,https://www.rapidsfc.com,info@rapidsfc.com,,Success
Colorado Rush,651,https://www.coloradorush.com,info@coloradorush.com,,Success
COMO Rush,125,https://www.comorush.com,info@comorush.com,,Success
Concorde Fire,67,https://www.concordefire.com,info@concordefire.com,,Success
Colorado Ignite,36,https://www.coloradoignite.com,kelly@coloradoignite.com,,Success
Colwyn Bay,232,https://www.colwynbayfc.co.uk,,01492514680,Success
Community First Soccer,26,https://www.communityfirstsoccer.com,cfs@communityfirstsoccer.com,,Success
Community Christian School,66,https://www.communitychristianschool.com,ccsoffice@ccsroyals.com,,Success
Concorde Fire,170,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,140,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,33,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,29,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,89,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,192,https://www.concordefire.com,info@concordefire.com,,Success
Community Sport Solutions,95,https://www.communitysportsolutions.com,matt@pixelspread.com,,Success
Concorde Fire,61,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,164,https://www.concordefire.com,info@concordefire.com,,Success
COMETS FC,290,https://www.comets.com,carl@comets.com,,Success
Rams,124,https://www.ramsfc.com,drush@ramsfc.com,,Success
Concorde Fire,65,https://www.concordefire.com,info@concordefire.com,,Success
Concorde Fire,18,https://www.concordefire.com,info@concordefire.com,,Success
ICSF,64,https://www.icsf.co.uk,icsf@imperial.ac.uk,,Success
CVU,346,https://www.cvufc.com,email@email.com,,Success
Rapids,351,https://www.rapidsfc.com,info@rapidsfc.com,,Success
Commercial Hockey Club,56,https://www.commercialhockeyclub.com,bookings@commercialhockeyclub.com,,Success
Self,57,https://www.self.com,help@newyorker.com,,Success
Commercial Hockey Club,56,https://www.commercialhockeyclub.com,bookings@commercialhockeyclub.com,,Success
Concordia,21,https://www.concordia.com,bhill@concordia.com,,Success
Concordia,21,https://www.concordia.com,bhill@concordia.com,,Success
Coolaroo,10,https://www.coolaroofc.com,coolaroosecretary@gmail.com,,Success
Coppermine Soccer,352,https://www.copperminesoccer.com,cscinfo@gocoppermine.com,,Success
Coomera Football Club,402,https://www.coomerafc.com,admin@coomerasoccer.com,,Success
Cook Inlet S.C.,153,https://www.cookinletsc.com,info@cookinletsc.com,,Success
Conquerors Basketball,57,https://www.conquerorsbasketball.com,info@conquerorsbasketball.com,,Success
Wasatch,62,https://www.wasatch.com,subscription@wasatch.com,,Success
Coruxo FC,32,https://www.coruxofc.com,coruxofc@coruxofc.com,,Success
Corte Madera FC,179,https://www.cortemaderafc.com,cortemaderafc@gmail.com,,Success
CoronaRita Soccer Club,25,https://www.coronaritasoccerclub.com,www.info@coronaritasc.com,,Success
Corstorphine Dynamo,67,https://www.corstorphinedynamo.co.uk,info@corstorphinedynamo.co.uk,,Success
Valley United,17,https://www.valley.com,encompassadmin@valley.com,,Success
Coventry copsewood,12,https://www.coventrycopsewoodfc.co.uk,coventrycopsewood@gmail.com,,Success
Cova fc,10,https://www.cova.com,cs@cova.com,,Success
Cortown GAA,26,https://www.cortowngaa.com,secretary.cortown.meath@gaa.ie,,Success
C.O.V,32,https://www.cov.com,dschaefer@cov.com,,Success
Peter Clarke,96,https://www.peterclarke.co.uk,,01789415444,Success
Covington FC,132,https://www.covingtonfc.com,covingtonfc@gmail.com,,Success
Sphinx,48,https://www.sphinx.com,info@sphinx.com,,Success
Craun,109,https://www.craun.com,webmaster@any-web.uk,,Success
Crack,525,https://www.crackfc.com,13568510086@gmail.com,,Success
Hoog,124,https://www.hoog.com,impallari@gmail.com,,Success
Crendon Corinthians,42,https://www.crendoncorinthians.com,,07747016140,Success
Cropredy,107,https://www.cropredyfc.com,cropredyfootballclub@hotmail.com,,Success
Crocker United,37,https://www.crocker.com,stephanie@greenstar-us.com,,Success
Crosfields,42,https://www.crosfields.com,admissions@crosfields.com,,Success
Crosfields,41,https://www.crosfields.com,admissions@crosfields.com,,Success
Crossfire Select,31,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crossfire Select,150,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
CSM,17,https://www.csm.com,sarah.riggott@csm.com,,Success
Crossfire Select,68,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crossfire Select,86,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crossfire Select,193,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crossfire Select,56,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crewe FC,312,https://www.crewe.com,ib@crewe.com,,Success
Crossfire Select,47,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crossfire Select,71,https://www.crossfireselect.com,communications@crossfireselect.com,,Success
Crewe United,41,https://www.crewe.com,ib@crewe.com,,Success
Site,25,https://www.site.co.uk,tech@allainet.com,,Success
CR South,45,https://www.crsouth.com,john@usdata.net,,Success
Croydon Cougars,148,https://www.croydoncougars.co.uk,team@latofonts.com,07956212179,Success
Image Detail Specialists,42,https://www.imagedetailspecialists.com,info@imagedetailspecialists.com,,Success
Eagles,49,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
Leroy,149,https://www.leroyfc.com,leroyfc10@gmail.com,,Success
CSMC,22,https://www.csmc.co.uk,enquiry@csmc.co.uk,01454338991,Success
Cuffley FC,135,https://www.cuffleyfc.co.uk,generalsecretary@cuffleyfc.co.uk,,Success
CTC,43,https://www.ctc.com,info@ctc.com,,Success
Crush,69,https://www.crush.co.uk,email@domain.com,,Success
Cuesta,29,https://www.cuesta.com,info@cuesta.com,,Success
Crown Legacy FC,175,https://www.crownlegacy.co.uk,contact@crownlegacy.co.uk,,Success
Cedar stars Academy,92,https://www.cedarstars.com,north.tryouts@cedarstars.com,,Success
Cumberland Academy,11,https://www.cumberland.com,info@cumberland.com,,Success
Cumberland United,49,https://www.cumberland.com,info@cumberland.com,,Success
CS MRO,39,https://www.csmro.com,nakamura@csmro.com,,Success
Cumbernauld Colts,225,https://www.cumbernauldcoltsfc.com,ccfcadmin@cumbernauld-colts.com,,Success
CCHS,136,https://www.cchs.com,info@cinchhs.com,,Success
Culture FC,60,https://www.culturefc.com,info@culturefc.com,,Success
Culture FC,313,https://www.culturefc.com,info@culturefc.com,,Success
Cumnock Juniors,158,https://www.cumnockjuniors.com,cumnockjuniors1@gmail.com,07923127092,Success
Culture FC,88,https://www.culturefc.com,info@culturefc.com,,Success
Central Valley,86,https://www.centralvalley.co.uk,support@centralvalley.co.uk,,Success
Dallas Roma,20,https://www.dallasromafc.com,angela@dallasromafc.com,,Success
DAC,22,https://www.dac.com,info@dac.com,,Success
Dakota Fusion,45,https://www.dakotafusionfc.com,operations@dakotafusionfc.com,,Success
Dalkey United,107,https://www.dalkey.com,jmk@dalkey.com,,Success
DAC,11,https://www.dac.com,info@dac.com,,Success
Fusion,58,https://www.fusionfc.com,domain@webcraft.com,,Success
Dahle,94,https://www.dahle.com,info@dahle.com,,Success
Quins,85,https://www.quins.com,info@quins.com,,Success
Dallas Hornets,1271,https://www.dallashornets.com,impallari@gmail.com,,Success
Dallas Hornets,418,https://www.dallashornets.com,impallari@gmail.com,,Success
Dalkeith Thistle CFC,232,https://www.dalkeiththistlecfc.com,,07923005534,Success
Dallas Texans,83,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dalton School,57,https://www.daltonschool.co.uk,office.dalton@kirkleeseducation.uk,,Success
Dallas Texans,69,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dallas Texans,144,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dallas Texans,201,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dallas Texans,177,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dallas Texans,58,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dallas Texans,65,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Dallas Texans,29,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Lightning.,89,https://www.lightningfc.co.uk,contact@lightningfc.co.uk,,Success
Dallas Cosmos,173,https://www.dallascosmos.com,coachtwallace@gmail.com,,Success
Dallas Texans,143,https://www.dallastexans.com,hassan1@prodigy.net,,Success
Fire FC,77,https://www.firefc.com,contact@firefc.com,,Success
Danubio FC,147,https://www.danubio.com,restaurante@danubio.com,,Success
Danubio,299,https://www.danubio.com,restaurante@danubio.com,,Success
DAME,114,https://www.dame.com,support@dameproducts.com,,Success
Daniel,28,https://www.danielfc.com,hablamos@danielfc.com,,Success
D Grover,71,https://www.dgrover.com,dishagrover07@gmail.com,,Success
DWU,214,https://www.dwu.com,admin@telepathy.com,,Success
Dartford,113,https://www.dartfordfc.com,info@dartfordfc.com,,Success
Darvel FC,93,https://www.darvelfc.com,darvelfc@outlook.com,,Success
Dartford FC,24,https://www.dartfordfc.com,info@dartfordfc.com,,Success
Simoni,34,https://www.simoni.com,simoni1@simoni.com,,Success
Darvel FC,73,https://www.darvelfc.com,darvelfc@outlook.com,,Success
Dannaz FC,84,https://www.dannaz.com,media@sfygroup.com,,Success
Holliday,35,https://www.holliday.com,kengh@holliday.com,,Success
Davie Sharks,33,https://www.daviesharks.com,kim@daviesharks.com,,Success
Lakers FC,63,https://www.lakersfc.com,daddanki@gepark.org,,Success
Davie Sharks,14,https://www.daviesharks.com,kim@daviesharks.com,,Success
Davie United Sharks,105,https://www.daviesharks.com,kim@daviesharks.com,,Success
Dave Carter,99,https://www.davecarter.com,contactus@davecarter.com,,Success
Dawlish United,113,https://www.dawlish.com,webmaster@dawlish.com,,Success
David Fisher,247,https://www.davidfisher.co.uk,mail@fisherstudios.co.uk,,Success
DC XI,534,https://www.dcxifc.com,partnerships@dcxiproject.com,,Success
DFU,23,https://www.dfu.com,admin@telepathy.com,,Success
Deano's Pro Soccer,45,https://www.deanosprosoccer.com,,07815974009,Success
DC Way Academy,340,https://www.dcway.com,contact@dcway.com,,Success
Depor valencia,58,https://www.deporvalenciafc.com,contacto@deporvalenciafc.com,,Success
Salmo,33,https://www.salmo.co.uk,info@salmo.co.uk,,Success
Harps,43,https://www.harps.co.uk,sales@kim.co.uk,,Success
Denver Kickers,65,https://www.denverkickers.com,email@domain.com,,Success
Harps,55,https://www.harps.co.uk,sales@kim.co.uk,,Success
harps,223,https://www.harps.co.uk,sales@kim.co.uk,,Success
Denver Kickers,216,https://www.denverkickers.com,email@domain.com,,Success
Denver Country Club,40,https://www.denvercountryclub.com,admin@cheapco.com,,Success
Harps,10,https://www.harps.co.uk,sales@kim.co.uk,,Success
Blue Jays,90,https://www.bluejays.com,privacy@website.mlb.com,,Success
Des Moines Rugby Club,50,https://www.desmoinesrugbyclub.com,desmoinesrugby@gmail.com,,Success
Union,15,https://www.union.co.uk,info@union.co.uk,,Success
georges,119,https://www.georges.com,info@georges.com,,Success
DHILLONs,15,https://www.dhillons.com,info@dhillons.com,07930639964,Success
Devonport Services RFC,210,https://www.devonportservicesrfc.com,,01752562948,Success
Vale,98,https://www.vale.co.uk,enquiries@vale.co.uk,,Success
Rainer,70,https://www.rainer.com,rainer@rainer.com,,Success
DFS,66,https://www.dfs.com,dpo@dfs.com,,Success
KICKS,135,https://www.kicksfc.com,info@fashionshop.com,,Success
Culture FC,243,https://www.culturefc.com,info@culturefc.com,,Success
DIAS,26,https://www.diasfc.com,diasfootballacademy@gmail.com,,Success
Diet Smoke,26,https://www.dietsmoke.com,hello@dietsmoke.com,,Success
Chicago Nation,13,https://www.chicagonationfc.com,chicagonationfc@yahoo.com,,Success
Dixie,16,https://www.dixiefc.com,sales@dixiefc.com,,Success
Dixon Leon SC,94,https://www.dixonleonsc.com,secretary@dixonscleon.com,,Success
Dixie Soccer Club,254,https://www.dixiesoccerclub.com,info@dixiesoccerclub.com,,Success
Titans,238,https://www.titansfc.com,support@epik.com,,Success
Thomson,71,https://www.thomsonfc.co.uk,markthomson@openwork.uk.com,,Success
Leon,37,https://www.leonfc.co.uk,info@leonfc.co.uk,07508243500,Success
D.G.N,149,https://www.dgn.com,admin@telepathy.com,,Success
Dollingstown fc,47,https://www.dollingstownfc.com,dollingstownfc.planterspark@yahoo.com,,Success
Dollingstown Football Club,29,https://www.dollingstownfc.com,dollingstownfc.planterspark@yahoo.com,,Success
DIF,258,https://www.diffc.com,info@diff.com,,Success
DMV,28,https://www.dmv.com,info@dmv.com,,Success
Team,161,https://www.team.co.uk,,07734263891,Success
Donosti Eventos,49,https://www.donostieventos.com,info@donostieventos.com,,Success
FOOTBALL DOMINATION,314,https://www.footballdomination.com,info@footballdomination.com,07960480542,Success
DMI,46,https://www.dmi.com,marketing@dmi.com,,Success
DONAGHADEE FC,24,https://www.donaghadeefc.com,donaghadeefootballclub@yahoo.com,,Success
Doss,232,https://www.doss.com,support@doss.com,,Success
Don King,21,https://www.donking.com,contactdkp@donking.com,,Success
DOrazio,141,https://www.dorazio.com,customerservice@seviroli.com,,Success
Dover Athletic Academy,80,https://www.dover.com,hello@dover.com,,Success
Dover Fc,29,https://www.dover.com,hello@dover.com,,Success
Donegal Town FC,119,https://www.donegal.com,info@donegalsquare.com,,Success
Dosthill Colts,11,https://www.dosthillcoltsfc.co.uk,davidpeel3@aol.com,07862737701,Success
Donegal/Derry Vipers,71,https://www.donegalderryvipers.com,nwvipersfootball@gmail.com,,Success
Dnamo FC,326,https://www.dnamofc.com,info@dnamofc.com,,Success
Downside,22,https://www.downside.com,info@downside.com,,Success
Doreen United,216,https://www.doreen.com,info@doreen.com,,Success
Draft Pick Video,44,https://www.draftpickvideo.com,info@draftpickvideo.com,,Success
Downham Town FC,123,https://www.downham.co.uk,your.name@downham.co.uk,,Success
Roadrunners,83,https://www.roadrunners.com,sales@roadrunners.co.uk,07792268221,Success
Doylestown Rugby Football Club,10,https://www.doylestownrugby.com,fundraising@doylestownrugby.com,,Success
DRP,47,https://www.drpfc.com,dr.pfc0001@gmail.com,,Success
Dryburgh Athletic,66,https://www.dryburgh.co.uk,enquiries@dryburgh.co.uk,01835822261,Success
Dre,35,https://www.dre.co.uk,,01691654353,Success
Druids,45,https://www.druids.com,daniel@druidsgolf.com,,Success
Downtown,117,https://www.downtown.co.uk,support@hellorayo.com,,Success
DSPFC,82,https://www.dspfc.com,luciano@latinotype.com,,Success
Dublin Hospitals FC,25,https://www.dublinhospitalsfc.com,management@dublinhospitalsfc.com,,Success
Dundee West,128,https://www.dundeewestfc.co.uk,andrew.creegan@dundeewestct.co.uk,,Success
DOYRMS,93,https://www.doyrms.com,reception@doyrms.com,,Success
DUCS,30,https://www.ducs.com,astigma@astigmatic.com,,Success
Dundela Academy,17,https://www.dundelafc.co.uk,menu3@milonic.com,,Success
Dulwich Village FC,24,https://www.dulwichvillagefc.co.uk,info@dulwichvillagefc.co.uk,,Success
Dunottar School,206,https://www.dunottarschool.com,info@dunottarschool.com,,Success
Dunbar,12,https://www.dunbar.com,you@dunbar.com,,Success
DUNBAR,494,https://www.dunbar.com,you@dunbar.com,,Success
Dunbar Rovers FC,666,https://www.dunbar.com,you@dunbar.com,,Success
Dunvant RFC,100,https://www.dunvantrfc.co.uk,info@dunvantrfc.uk,07877917526,Success
Duchy College,29,https://www.duchycollege.com,events@hlc.org.uk,,Success
Dunvant RFC,71,https://www.dunvantrfc.co.uk,info@dunvantrfc.uk,07877917526,Success
Dunmore RFC,90,https://www.dunmorerfc.com,dunmore.rfc16@gmail.com,,Success
Dundee FC Academy,552,https://www.dundeefc.co.uk,,01382889966,Success
Dundee United,120,https://www.dundeefc.co.uk,,01382889966,Success
DUOMO,26,https://www.duomo.co.uk,,01905797989,Success
Dunmore MacHales,39,https://www.dunmoremachales.com,dunmoremachalesoffice@gmail.com,,Success
Dunipace FC Youth,46,https://www.dunipace.co.uk,support@any-mail.org.uk,,Success
Dunipace Football Club,58,https://www.dunipace.co.uk,support@any-mail.org.uk,,Success
Dutch Football Club,64,https://www.dutchfc.com,info@dutchfc.com,,Success
Dynamo Soccer Club,22,https://www.dynamosoccerclub.com,dynamosc@gmail.com,,Success
Dynasty,421,https://www.dynastyfc.com,otorres@dynastyfc.com,,Success
DSFA,19,https://www.dsfa.co.uk,hello@dsfa.co.uk,,Success
Dynasty,517,https://www.dynastyfc.com,otorres@dynastyfc.com,,Success
Emma Hsu,56,https://www.emmahsu.com,emmahsu@hawaii.edu,,Success
Dynamo Tekkers,74,https://www.dynamotekkers.com,info@tekkersfootball.co.uk,07943135802,Success
DynamoLA,14,https://www.dynamola.com,info@mysite.com,,Success
Dynamo la,15,https://www.dynamola.com,info@mysite.com,,Success
Dutch Connections FC,352,https://www.dutchconnectionsfc.com,admin@dutchconnectionsfc.com,,Success
Earlsfield,105,https://www.earlsfieldfc.co.uk,earlsfieldfc@gmail.com,,Success
Eagles,111,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
Eagles Football Club,25,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
Eagles,35,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
Eagles,38,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
Eagles,91,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
Easington Sports FC,160,https://www.easingtonsportsfc.com,,07791681204,Success
Eagles Football Club,20,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
East bay eclipse,47,https://www.eastbayeclipse.com,eclipse@eastbayeclipse.com,,Success
Dynamo Victoria FC,184,https://www.dynamovictoriafc.com,dynamomelbournefc@gmail.com,,Success
Eagles United FC,45,https://www.eaglesfc.co.uk,londoneaglesfc@gmail.com,,Success
DVG,122,https://www.dvg.com,customerservicedvg@gmail.com,,Success
East Coast,30,https://www.eastcoastfc.com,ecfcny@gmail.com,,Success
East coast FC,11,https://www.eastcoastfc.com,ecfcny@gmail.com,,Success
East Coast,14,https://www.eastcoastfc.com,ecfcny@gmail.com,,Success
East Coast,638,https://www.eastcoastfc.com,ecfcny@gmail.com,,Success
East Coast FC,22,https://www.eastcoastfc.com,ecfcny@gmail.com,,Success
Eastern Flames FC,62,https://www.easternflamesfc.com,admin@easternflamesfc.com,,Success
EGUFC,21,https://www.egufc.com,ebenkessie@gmail.com,,Success
East Select Soccer,38,https://www.eastselectsoccer.com,eastselectsoccer@gmail.com,,Success
East Preston FC,103,https://www.eastprestonfc.co.uk,admin@eastprestonfc.co.uk,,Success
ESS,117,https://www.essfc.com,willowglyn@gmail.com,,Success
Eastleigh Rugby Football Club,59,https://www.eastleighrugby.com,markbjones63@gmail.com,,Success
SC43 Soccer,35,https://www.sc43soccer.com,annajanusz@gmail.com,,Success
Eastern Thunder FC,14,https://www.easternthunderfc.com,admin@easternthunderfc.com,,Success
Revolution FC,172,https://www.revolution.com,media@revolution.com,,Success
EPL,76,https://www.epl.com,info@epl.com,,Success
ECFA,50,https://www.ecfa.com,ecfa@ecfa.com,,Success
ECU,83,https://www.ecu.com,amortgageofficer@ecu.com,,Success
EMHS,88,https://www.emhs.co.uk,info@emhs.co.uk,07444020161,Success
Spartans FC,136,https://www.spartansfc.com,info@spartansfc.com,,Success
Edinburgh South CFC,229,https://www.edinburghsouthcfc.co.uk,recruitment@escfc.co.uk,07886304838,Success
Edgewater Castle FC,112,https://www.edgewatercastlefc.com,edgewatercastlefc@gmail.com,,Success
EFA,30,https://www.efa.co.uk,nostalgia@efa.co.uk,,Success
EULRFC,52,https://www.eulrfc.co.uk,rugby.ladies@ed.ac.uk,,Success
Eccleshall FC,13,https://www.eccleshallfc.com,pg88.one@gmail.com,,Success
Eclipse Soccer Club,20,https://www.eclipsesoccerclub.com,info@risesc.org,,Success
ESC,73,https://www.escfc.co.uk,recruitment@escfc.co.uk,07886304838,Success
EPSC,122,https://www.epsc.co.uk,info@doneyourway.co.uk,,Success
Eclipse Soccer Club,37,https://www.eclipsesoccerclub.com,info@risesc.org,,Success
Eccleshall,28,https://www.eccleshallfc.com,pg88.one@gmail.com,,Success
Revolution FC,106,https://www.revolution.com,media@revolution.com,,Success
EFA,15,https://www.efa.co.uk,nostalgia@efa.co.uk,,Success
EFMO,51,https://www.efmo.com,info@efmo.com,,Success
Mercy,64,https://www.mercy.com,srmc-childbirth-education-classes@mercy.com,,Success
Perry Soccer,82,https://www.perrysoccer.com,perrytownshipyouthsc@gmail.com,,Success
Alan,80,https://www.alan.com,contact@alan.com,,Success
ELECLIMATIK,29,https://www.eleclimatik.com,contact@eleclimatik.com,,Success
